DISNO,STATEA,NAMEA,STATEB,NAMEB,STRTDAY,STRTMNTH,STRTYR,YEAR,ENDDAY,ENDMNTH,ENDYEAR,OUTCOME,SETTLMNT,FATLEV,HIGHACT,HIHOST,RECIP,NOINIT,NOTARG,STDAYA,STMNTHA,STYEARA,ENDDAYA,ENDMNTHA,ENDYEARA,SIDEAA,REVSTATA,REVTYPEA,FATALEVA,HIGHMCAA,HIHOSTA,ORIGNATA,STDAYB,STMNTHB,STYEARB,ENDDAYB,ENDMNTHB,ENDYEARB,SIDEAB,REVSTATEB,REVTYPEB,FATALEVB,HIGHMCAB,HIHOSTB,ORIGNATB,ROLEA,ROLEB,WAR,Durindx,Cumdurat,Duration,MID3HIact,MID3HIA,MID3HIB
51,20,CAN,731,PRK,29,6,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,29,6,1950,27,7,1953,0,0,0,4,22,5,0,29,6,1950,27,7,1953,1,1,1,6,22,5,1,4,1,1,4,1123,208,20,20,20
51,100,COL,710,CHN,6,6,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,6,6,1951,27,7,1953,0,0,0,0,22,5,0,6,6,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,1,208,208,20,20,20
51,100,COL,710,CHN,6,6,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,6,6,1951,27,7,1953,0,0,0,0,22,5,0,6,6,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,2,573,365,20,20,20
51,100,COL,710,CHN,6,6,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,6,6,1951,27,7,1953,0,0,0,3,22,5,0,6,6,1951,27,7,1953,1,0,0,6,22,5,0,4,2,1,3,781,208,20,20,20
51,100,COL,731,PRK,6,6,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,6,6,1951,27,7,1953,0,0,0,0,22,5,0,6,6,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,1,208,208,20,20,20
51,100,COL,731,PRK,6,6,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,6,6,1951,27,7,1953,0,0,0,0,22,5,0,6,6,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,2,573,365,20,20,20
51,100,COL,731,PRK,6,6,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,6,6,1951,27,7,1953,0,0,0,3,22,5,0,6,6,1951,27,7,1953,1,1,1,6,22,5,1,4,1,1,3,781,208,20,20,20
51,200,UKG,710,CHN,30,9,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,0,0,0,0,22,5,0,30,9,1950,27,7,1953,1,0,0,0,22,5,0,4,2,1,1,92,92,20,20,20
51,200,UKG,710,CHN,30,9,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,0,0,0,0,22,5,0,30,9,1950,27,7,1953,1,0,0,0,22,5,0,4,2,1,2,457,365,20,20,20
51,200,UKG,710,CHN,30,9,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,0,0,0,0,22,5,0,30,9,1950,27,7,1953,1,0,0,0,22,5,0,4,2,1,3,822,365,20,20,20
51,200,UKG,710,CHN,30,9,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,30,9,1950,27,7,1953,0,0,0,5,22,5,0,30,9,1950,27,7,1953,1,0,0,6,22,5,0,4,2,1,4,1030,208,20,20,20
51,200,UKG,731,PRK,28,6,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,28,6,1950,27,7,1953,0,0,0,0,22,5,0,28,6,1950,27,7,1953,1,1,1,0,22,5,1,4,1,1,1,186,186,20,20,20
51,200,UKG,731,PRK,28,6,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,28,6,1950,27,7,1953,0,0,0,0,22,5,0,28,6,1950,27,7,1953,1,1,1,0,22,5,1,4,1,1,2,551,365,20,20,20
51,200,UKG,731,PRK,28,6,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,28,6,1950,27,7,1953,0,0,0,0,22,5,0,28,6,1950,27,7,1953,1,1,1,0,22,5,1,4,1,1,3,916,365,20,20,20
51,200,UKG,731,PRK,28,6,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,28,6,1950,27,7,1953,0,0,0,5,22,5,0,28,6,1950,27,7,1953,1,1,1,6,22,5,1,4,1,1,4,1124,208,20,20,20
51,210,NTH,710,CHN,20,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,1,345,345,20,20,20
51,210,NTH,710,CHN,20,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,2,710,365,20,20,20
51,210,NTH,710,CHN,20,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,3,22,5,0,20,1,1951,27,7,1953,1,0,0,6,22,5,0,4,2,1,3,918,208,20,20,20
51,210,NTH,731,PRK,20,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,1,345,345,20,20,20
51,210,NTH,731,PRK,20,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,2,710,365,20,20,20
51,210,NTH,731,PRK,20,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,3,22,5,0,20,1,1951,27,7,1953,1,1,1,6,22,5,1,4,1,1,3,918,208,20,20,20
51,211,BEL,710,CHN,20,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,1,345,345,20,20,20
51,211,BEL,710,CHN,20,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,2,710,365,20,20,20
51,211,BEL,710,CHN,20,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,3,22,5,0,20,1,1951,27,7,1953,1,0,0,6,22,5,0,4,2,1,3,918,208,20,20,20
51,211,BEL,731,PRK,20,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,1,345,345,20,20,20
51,211,BEL,731,PRK,20,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,2,710,365,20,20,20
51,211,BEL,731,PRK,20,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,3,22,5,0,20,1,1951,27,7,1953,1,1,1,6,22,5,1,4,1,1,3,918,208,20,20,20
51,220,FRN,710,CHN,1,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,1,1,1951,27,7,1953,0,0,0,0,22,5,0,1,1,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,1,364,364,20,20,20
51,220,FRN,710,CHN,1,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,1,1,1951,27,7,1953,0,0,0,0,22,5,0,1,1,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,2,729,365,20,20,20
51,220,FRN,710,CHN,1,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,1,1,1951,27,7,1953,0,0,0,4,22,5,0,1,1,1951,27,7,1953,1,0,0,6,22,5,0,4,2,1,3,937,208,20,20,20
51,220,FRN,731,PRK,1,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,1,1,1951,27,7,1953,0,0,0,0,22,5,0,1,1,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,1,364,364,20,20,20
51,220,FRN,731,PRK,1,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,1,1,1951,27,7,1953,0,0,0,0,22,5,0,1,1,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,2,729,365,20,20,20
51,220,FRN,731,PRK,1,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,1,1,1951,27,7,1953,0,0,0,4,22,5,0,1,1,1951,27,7,1953,1,1,1,6,22,5,1,4,1,1,3,937,208,20,20,20
51,350,GRC,710,CHN,20,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,1,345,345,20,20,20
51,350,GRC,710,CHN,20,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,2,710,365,20,20,20
51,350,GRC,710,CHN,20,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,3,22,5,0,20,1,1951,27,7,1953,1,0,0,6,22,5,0,4,2,1,3,918,208,20,20,20
51,350,GRC,731,PRK,20,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,1,345,345,20,20,20
51,350,GRC,731,PRK,20,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,0,22,5,0,20,1,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,2,710,365,20,20,20
51,350,GRC,731,PRK,20,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,20,1,1951,27,7,1953,0,0,0,3,22,5,0,20,1,1951,27,7,1953,1,1,1,6,22,5,1,4,1,1,3,918,208,20,20,20
51,530,ETH,710,CHN,1,5,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,1,5,1951,27,7,1953,0,0,0,0,22,5,0,1,5,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,1,244,244,20,20,20
51,530,ETH,710,CHN,1,5,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,1,5,1951,27,7,1953,0,0,0,0,22,5,0,1,5,1951,27,7,1953,1,0,0,0,22,5,0,4,2,1,2,609,365,20,20,20
51,530,ETH,710,CHN,1,5,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,1,5,1951,27,7,1953,0,0,0,3,22,5,0,1,5,1951,27,7,1953,1,0,0,6,22,5,0,4,2,1,3,817,208,20,20,20
51,530,ETH,731,PRK,1,5,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,1,5,1951,27,7,1953,0,0,0,0,22,5,0,1,5,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,1,244,244,20,20,20
51,530,ETH,731,PRK,1,5,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,1,5,1951,27,7,1953,0,0,0,0,22,5,0,1,5,1951,27,7,1953,1,1,1,0,22,5,1,4,1,1,2,609,365,20,20,20
51,530,ETH,731,PRK,1,5,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,1,5,1951,27,7,1953,0,0,0,3,22,5,0,1,5,1951,27,7,1953,1,1,1,6,22,5,1,4,1,1,3,817,208,20,20,20
51,640,TUR,710,CHN,18,10,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,18,10,1950,27,7,1953,0,0,0,0,22,5,0,18,10,1950,27,7,1953,1,0,0,0,22,5,0,4,2,1,1,74,74,20,20,20
51,640,TUR,710,CHN,18,10,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,18,10,1950,27,7,1953,0,0,0,0,22,5,0,18,10,1950,27,7,1953,1,0,0,0,22,5,0,4,2,1,2,439,365,20,20,20
51,640,TUR,710,CHN,18,10,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,18,10,1950,27,7,1953,0,0,0,0,22,5,0,18,10,1950,27,7,1953,1,0,0,0,22,5,0,4,2,1,3,804,365,20,20,20
51,640,TUR,710,CHN,18,10,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,18,10,1950,27,7,1953,0,0,0,5,22,5,0,18,10,1950,27,7,1953,1,0,0,6,22,5,0,4,2,1,4,1012,208,20,20,20
51,640,TUR,731,PRK,18,10,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,18,10,1950,27,7,1953,0,0,0,0,22,5,0,18,10,1950,27,7,1953,1,1,1,0,22,5,1,4,1,1,1,74,74,20,20,20
51,640,TUR,731,PRK,18,10,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,18,10,1950,27,7,1953,0,0,0,0,22,5,0,18,10,1950,27,7,1953,1,1,1,0,22,5,1,4,1,1,2,439,365,20,20,20
51,640,TUR,731,PRK,18,10,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,18,10,1950,27,7,1953,0,0,0,0,22,5,0,18,10,1950,27,7,1953,1,1,1,0,22,5,1,4,1,1,3,804,365,20,20,20
51,640,TUR,731,PRK,18,10,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,18,10,1950,27,7,1953,0,0,0,5,22,5,0,18,10,1950,27,7,1953,1,1,1,6,22,5,1,4,1,1,4,1012,208,20,20,20
51,710,CHN,732,ROK,30,9,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,1,1,0,22,5,1,2,3,1,1,92,92,20,20,20
51,710,CHN,732,ROK,30,9,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,1,1,0,22,5,1,2,3,1,2,457,365,20,20,20
51,710,CHN,732,ROK,30,9,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,1,1,0,22,5,1,2,3,1,3,822,365,20,20,20
51,710,CHN,732,ROK,30,9,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,6,22,5,0,30,9,1950,27,7,1953,0,1,1,6,22,5,1,2,3,1,4,1030,208,20,20,20
51,710,CHN,800,THI,20,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,1,0,0,0,22,5,0,20,1,1951,27,7,1953,0,0,0,0,22,5,0,2,4,1,1,345,345,20,20,20
51,710,CHN,800,THI,20,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,1,0,0,0,22,5,0,20,1,1951,27,7,1953,0,0,0,0,22,5,0,2,4,1,2,710,365,20,20,20
51,710,CHN,800,THI,20,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,20,1,1951,27,7,1953,1,0,0,6,22,5,0,20,1,1951,27,7,1953,0,0,0,3,22,5,0,2,4,1,3,918,208,20,20,20
51,710,CHN,840,PHI,30,9,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,0,0,0,22,5,0,2,4,1,1,92,92,20,20,20
51,710,CHN,840,PHI,30,9,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,0,0,0,22,5,0,2,4,1,2,457,365,20,20,20
51,710,CHN,840,PHI,30,9,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,0,0,0,22,5,0,2,4,1,3,822,365,20,20,20
51,710,CHN,840,PHI,30,9,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,6,22,5,0,30,9,1950,27,7,1953,0,0,0,2,22,5,0,2,4,1,4,1030,208,20,20,20
51,710,CHN,900,AUL,30,9,1950,1950,27,7,1953,5,1,6,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,6,22,5,0,30,9,1950,27,7,1953,0,0,0,4,22,5,0,2,4,1,1,92,92,20,20,20
51,710,CHN,900,AUL,30,9,1950,1951,27,7,1953,5,1,6,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,6,22,5,0,30,9,1950,27,7,1953,0,0,0,4,22,5,0,2,4,1,2,457,365,20,20,20
51,710,CHN,900,AUL,30,9,1950,1952,27,7,1953,5,1,6,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,6,22,5,0,30,9,1950,27,7,1953,0,0,0,4,22,5,0,2,4,1,3,822,365,20,20,20
51,710,CHN,900,AUL,30,9,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,6,22,5,0,30,9,1950,27,7,1953,0,0,0,4,22,5,0,2,4,1,4,1030,208,20,20,20
51,710,CHN,920,NEW,30,9,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,0,0,0,22,5,0,2,4,1,1,92,92,20,20,20
51,710,CHN,920,NEW,30,9,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,0,0,0,22,5,0,2,4,1,2,457,365,20,20,20
51,710,CHN,920,NEW,30,9,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,0,22,5,0,30,9,1950,27,7,1953,0,0,0,0,22,5,0,2,4,1,3,822,365,20,20,20
51,710,CHN,920,NEW,30,9,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,30,9,1950,27,7,1953,1,0,0,6,22,5,0,30,9,1950,27,7,1953,0,0,0,0,22,5,0,2,4,1,4,1030,208,20,20,20
51,731,PRK,732,ROK,24,6,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,24,6,1950,27,7,1953,1,1,1,0,22,5,1,24,6,1950,27,7,1953,0,1,1,0,22,5,1,1,3,1,1,190,190,20,20,20
51,731,PRK,732,ROK,24,6,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,24,6,1950,27,7,1953,1,1,1,0,22,5,1,24,6,1950,27,7,1953,0,1,1,0,22,5,1,1,3,1,2,555,365,20,20,20
51,731,PRK,732,ROK,24,6,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,24,6,1950,27,7,1953,1,1,1,0,22,5,1,24,6,1950,27,7,1953,0,1,1,0,22,5,1,1,3,1,3,920,365,20,20,20
51,731,PRK,732,ROK,24,6,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,24,6,1950,27,7,1953,1,1,1,6,22,5,1,24,6,1950,27,7,1953,0,1,1,6,22,5,1,1,3,1,4,1128,208,20,20,20
51,731,PRK,800,THI,20,1,1951,1951,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,1,1,1,0,22,5,1,20,1,1951,27,7,1953,0,0,0,0,22,5,0,1,4,1,1,345,345,20,20,20
51,731,PRK,800,THI,20,1,1951,1952,27,7,1953,0,0,0,22,5,1,2,15,20,1,1951,27,7,1953,1,1,1,0,22,5,1,20,1,1951,27,7,1953,0,0,0,0,22,5,0,1,4,1,2,710,365,20,20,20
51,731,PRK,800,THI,20,1,1951,1953,27,7,1953,5,1,6,22,5,1,2,15,20,1,1951,27,7,1953,1,1,1,6,22,5,1,20,1,1951,27,7,1953,0,0,0,3,22,5,0,1,4,1,3,918,208,20,20,20
51,731,PRK,840,PHI,16,9,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,16,9,1950,27,7,1953,1,1,1,0,22,5,1,16,9,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,1,106,106,20,20,20
51,731,PRK,840,PHI,16,9,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,16,9,1950,27,7,1953,1,1,1,0,22,5,1,16,9,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,2,471,365,20,20,20
51,731,PRK,840,PHI,16,9,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,16,9,1950,27,7,1953,1,1,1,0,22,5,1,16,9,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,3,836,365,20,20,20
51,731,PRK,840,PHI,16,9,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,16,9,1950,27,7,1953,1,1,1,6,22,5,1,16,9,1950,27,7,1953,0,0,0,2,22,5,0,1,4,1,4,1044,208,20,20,20
51,731,PRK,900,AUL,1,7,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,1,7,1950,27,7,1953,1,1,1,0,22,5,1,1,7,1950,27,7,1953,0,0,0,4,22,5,0,1,4,1,1,183,183,20,20,20
51,731,PRK,900,AUL,1,7,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,1,7,1950,27,7,1953,1,1,1,0,22,5,1,1,7,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,2,548,365,20,20,20
51,731,PRK,900,AUL,1,7,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,1,7,1950,27,7,1953,1,1,1,0,22,5,1,1,7,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,3,913,365,20,20,20
51,731,PRK,900,AUL,1,7,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,1,7,1950,27,7,1953,1,1,1,6,22,5,1,1,7,1950,27,7,1953,0,0,0,4,22,5,0,1,4,1,4,1121,208,20,20,20
51,731,PRK,920,NEW,29,6,1950,1950,27,7,1953,0,0,0,22,5,1,2,15,29,6,1950,27,7,1953,1,1,1,0,22,5,1,29,6,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,1,185,185,20,20,20
51,731,PRK,920,NEW,29,6,1950,1951,27,7,1953,0,0,0,22,5,1,2,15,29,6,1950,27,7,1953,1,1,1,0,22,5,1,29,6,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,2,393,208,20,20,20
51,731,PRK,920,NEW,29,6,1950,1952,27,7,1953,0,0,0,22,5,1,2,15,29,6,1950,27,7,1953,1,1,1,0,22,5,1,29,6,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,3,601,208,20,20,20
51,731,PRK,920,NEW,29,6,1950,1953,27,7,1953,5,1,6,22,5,1,2,15,29,6,1950,27,7,1953,1,1,1,6,22,5,1,29,6,1950,27,7,1953,0,0,0,0,22,5,0,1,4,1,4,809,208,20,20,20
53,2,USA,710,CHN,22,8,1956,1956,23,8,1956,5,3,0,19,4,1,1,1,22,8,1956,23,8,1956,0,0,0,0,8,3,1,22,8,1956,23,8,1956,1,0,0,0,19,4,1,3,1,0,1,2,2,16,7,16
55,325,ITA,350,GRC,29,8,1923,1923,27,9,1923,3,1,0,19,4,0,1,1,29,8,1923,27,9,1923,1,1,1,0,19,4,1,29,8,1923,27,9,1923,0,0,0,0,1,1,1,1,3,0,1,30,30,16,16,0
56,200,UKG,350,GRC,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,200,UKG,640,TUR,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,220,FRN,350,GRC,15,2,1897,1897,15,8,1897,4,1,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,-9,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,220,FRN,640,TUR,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,-9,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,255,GMY,350,GRC,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,255,GMY,640,TUR,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,300,AUH,350,GRC,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,300,AUH,640,TUR,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,325,ITA,350,GRC,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,325,ITA,640,TUR,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
56,350,GRC,365,RUS,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,15,2,1897,15,8,1897,1,1,2,0,19,4,1,3,1,0,1,182,182,16,0,16
56,365,RUS,640,TUR,15,2,1897,1897,15,8,1897,4,2,-9,19,4,0,6,2,15,2,1897,15,8,1897,1,1,2,0,19,4,1,15,2,1897,15,8,1897,0,0,0,-9,1,1,1,1,3,0,1,182,182,16,16,0
57,200,UKG,365,RUS,13,6,1853,1853,30,3,1856,0,0,0,22,5,1,1,5,13,6,1853,30,3,1856,0,0,0,0,22,5,0,13,6,1853,30,3,1856,1,1,2,0,22,5,1,4,1,1,1,201,201,20,20,20
57,200,UKG,365,RUS,13,6,1853,1854,30,3,1856,0,0,0,22,5,1,1,5,13,6,1853,30,3,1856,0,0,0,0,22,5,0,13,6,1853,30,3,1856,1,1,2,0,22,5,1,4,1,1,2,566,365,20,20,20
57,200,UKG,365,RUS,13,6,1853,1855,30,3,1856,0,0,0,22,5,1,1,5,13,6,1853,30,3,1856,0,0,0,0,22,5,0,13,6,1853,30,3,1856,1,1,2,0,22,5,1,4,1,1,3,931,365,20,20,20
57,200,UKG,365,RUS,13,6,1853,1856,30,3,1856,1,1,6,22,5,1,1,5,13,6,1853,30,3,1856,0,0,0,6,22,5,0,13,6,1853,30,3,1856,1,1,2,6,22,5,1,4,1,1,4,1021,90,20,20,20
57,220,FRN,365,RUS,13,6,1853,1853,30,3,1856,0,0,0,22,5,1,1,5,13,6,1853,30,3,1856,0,0,0,0,22,5,0,13,6,1853,30,3,1856,1,1,2,0,22,5,1,4,1,1,1,201,201,20,20,20
57,220,FRN,365,RUS,13,6,1853,1854,30,3,1856,0,0,0,22,5,1,1,5,13,6,1853,30,3,1856,0,0,0,0,22,5,0,13,6,1853,30,3,1856,1,1,2,0,22,5,1,4,1,1,2,566,365,20,20,20
57,220,FRN,365,RUS,13,6,1853,1855,30,3,1856,0,0,0,22,5,1,1,5,13,6,1853,30,3,1856,0,0,0,0,22,5,0,13,6,1853,30,3,1856,1,1,2,0,22,5,1,4,1,1,3,931,365,20,20,20
